Employee Identification;FirstName;LastName;Starting Day at the Company;Last Day at the Company;Company Internal Title;Employee Reports to;ADEmail;Company Department;Active or Inactive?;EmployeeType;PayZone;EmployeeClassificationType;TerminationType;TerminationDescription;DepartmentType;Division;DOB;State;JobFunctionDescription;GenderCode;LocationCode;MaritalDesc;Performance Score;Current Employee Rating;Annual Gross Fixed Salary (USD)
3 241;Lana;Vega;2022-05-15;;Production Technician II;Jessica Lawson;lana.vega@bilearner.com;WBL;Active;Part-Time;Zone B;Full-Time;Unk;;Production       ;General - Sga;1947-12-11;MA;Administrator;Female;56 978;Divorced;Fully Meets;1;62866
3 242;Alma;Fischer;2021-11-23;2022-04-21;Production Technician I;Krista Hernandez;alma.fischer@bilearner.com;NEL;Voluntarily Terminated;Contract;Zone C;Full-Time;Resignation;If data from box movement bad service.;Production       ;Aerial;1955-04-13;MA;Lineman;Male;46 927;Single;Fully Meets;3;70472
3 243;Harley;Peterson;2020-12-13;;Production Technician I;Danielle Collins;harley.peterson@bilearner.com;PL;Active;Full-Time;Zone C;Full-Time;Unk;;Production       ;Splicing;1955-02-08;MA;Technician;Male;63 497;Married;Fully Meets;2;60674
3 244;Kade;Stokes;2021-07-28;;Production Technician I;Mary Hines;kade.stokes@bilearner.com;BPC;Active;Part-Time;Zone C;Temporary;Unk;;Production       ;Shop (Fleet);1948-12-17;MA;Mechanic;Female;67 772;Divorced;Fully Meets;2;76879
3 245;Leonel;Tanner;2019-06-07;2021-12-30;Production Technician I;Mrs. Vickie Barber;leonel.tanner@bilearner.com;CCDR;Terminated for Cause;Full-Time;Zone A;Full-Time;Voluntary;Fly draw gun true deal sure.;Production       ;Field Operations;1948-04-10;MA;Laborer;Female;62 905;Married;Fully Meets;1;53815
3 246;Natalia;Burns;2019-06-12;2021-05-25;Production Technician I;Barry Hernandez;natalia.burns@bilearner.com;SVG;Terminated for Cause;Part-Time;Zone C;Part-Time;Retirement;With picture sport this after.;Production       ;Safety;1988-04-15;MA;Safety;Female;16 673;Married;Fully Meets;4;52844
3 247;Hailee;Raymond;2023-04-20;2023-08-06;Production Technician I;Glenn Kelly;hailee.raymond@bilearner.com;EW;Active;Full-Time;Zone C;Part-Time;Resignation;Much already above care than.;Production       ;General - Con;1943-07-18;MA;Operator;Female;85 847;Single;Fully Meets;3;78368
3 248;Micah;Douglas;2018-08-07;2023-07-19;Production Technician I;Amy Reeves;micah.douglas@bilearner.com;MSC;Active;Contract;Zone B;Part-Time;Resignation;Approach together husband better.;Production       ;General - Con;1967-03-18;MA;Clerical;Female;27 168;Single;Fully Meets;5;73951
3 249;Kaley;Pollard;2018-12-06;;Production Tech I;Mark Rodriguez;kaley.pollard@bilearner.com;TNS;Active;Contract;Zone C;Part-Time;Unk;;Production       ;Underground;1948-01-18;MA;Laborer;Male;26 745;Single;Fully Meets;3;66557
3 250;Seth;Fletcher;2021-03-25;;Production Tech I;Shawn Wallace;seth.fletcher@bilearner.com;PYZ;Active;Full-Time;Zone B;Full-Time;Unk;;Production       ;Project Management - Con;1997-06-11;MA;Supervisor;Male;25 590;Married;Fully Meets;2;52838
3 251;Elliana;Thomas;2019-02-15;2019-04-25;Production Technician I;Natalie Cox;elliana.thomas@bilearner.com;WBL;Voluntarily Terminated;Contract;Zone A;Part-Time;Resignation;Any record environment.;Production       ;Field Operations;1956-04-12;MA;Laborer;Male;36 234;Divorced;Fully Meets;5;62721
3 252;Edward;Chung;2023-03-14;;Production Tech I;Sarah Cannon;edward.chung@bilearner.com;NEL;Active;Full-Time;Zone A;Part-Time;Unk;;Production       ;Shop (Fleet);1993-11-02;MA;Mechanic;Female;29 287;Divorced;PIP;4;75962
3 253;Tessa;Estes;2019-09-01;2021-06-01;Production Technician I;Terrance Pitts;tessa.estes@bilearner.com;PL;Leave of Absence;Part-Time;Zone A;Part-Time;Involuntary;Star candidate seven television teacher all many.;Production       ;Field Operations;1993-05-15;MA;Technician;Female;46 895;Single;Fully Meets;2;74476
3 254;Charlie;Carson;2021-02-23;2022-07-13;Production Technician I;Samantha Gilbert;charlie.carson@bilearner.com;BPC;Leave of Absence;Full-Time;Zone B;Temporary;Voluntary;Save interest factor training.;Production       ;General - Sga;1989-08-20;MA;Administration;Male;25 093;Widowed;Fully Meets;3;71809
3 255;Lawson;Zuniga;2023-03-22;;Production Tech I;Natalie Lang;lawson.zuniga@bilearner.com;CCDR;Active;Contract;Zone C;Part-Time;Unk;;Production       ;Yard (Material Handling);1961-05-06;MA;Runner;Male;65 332;Widowed;Fully Meets;3;59781
3 256;Coleman;Huffman;2019-01-24;;Production Tech I;Kelsey Calhoun DDS;coleman.huffman@bilearner.com;SVG;Active;Part-Time;Zone B;Part-Time;Unk;;Production       ;General - Con;1954-11-15;MA;Flagger;Male;4 750;Divorced;Fully Meets;5;67050
3 257;Sanaa;Reilly;2020-11-19;;Production Tech II;Jeffrey Terry;sanaa.reilly@bilearner.com;PL;Active;Full-Time;Zone A;Full-Time;Unk;;Production       ;Wireline Construction;1986-04-10;MA;Laborer;Female;89 893;Single;Fully Meets;3;53947
3 258;Slade;Randolph;2023-02-15;;Production Tech II;David Vargas;slade.randolph@bilearner.com;BPC;Active;Part-Time;Zone B;Temporary;Unk;;Production       ;Aerial;1971-05-23;MA;Foreman;Male;27 959;Single;Fully Meets;2;59792
3 259;Dania;Hale;2022-05-09;2022-06-10;Production Tech II;Matthew York;dania.hale@bilearner.com;CCDR;Voluntarily Terminated;Full-Time;Zone B;Full-Time;Resignation;Trouble hot lead article guess travel.;Production       ;Field Ops;1946-11-25;MA;Tower Hand;Male;71 536;Single;Fully Meets;2;63590
3 260;Roland;Orozco;2021-10-06;;Production Technician II;Michael Mathews;roland.orozco@bilearner.com;SVG;Active;Contract;Zone B;Temporary;Unk;;Production       ;General - Con;1992-06-17;MA;Splicer;Male;86 352;Single;Fully Meets;3;52926
3 261;Kaylen;Fisher;2021-01-17;2023-06-25;Production Technician II;Philip Jackson;kaylen.fisher@bilearner.com;EW;Leave of Absence;Part-Time;Zone B;Temporary;Involuntary;Cause data speech tough garden body good.;Production       ;Field Operations;1948-03-01;MA;Administrative;Male;18 868;Widowed;Fully Meets;4;57914
3 262;Kasey;Preston;2022-03-22;;Production Technician II;Samantha Williams;kasey.preston@bilearner.com;MSC;Active;Full-Time;Zone A;Full-Time;Unk;;Production       ;Catv;1984-01-27;MA;Laborer;Female;69 534;Divorced;PIP;4;65096
3 263;Cruz;Davila;2022-04-20;2023-04-30;Production Technician I;Renee Jones DVM;cruz.davila@bilearner.com;NEL;Voluntarily Terminated;Full-Time;Zone A;Part-Time;Involuntary;Measure question others smile oil.;Production       ;Engineers;1990-04-14;MA;Drafter;Male;41 746;Single;PIP;2;99243
3 264;Alani;Phillips;2021-12-31;2023-05-10;Production Technician I;Jim Melton;alani.phillips@bilearner.com;PL;Terminated for Cause;Part-Time;Zone C;Part-Time;Involuntary;Attorney control write American.;Production       ;General - Eng;1950-06-09;MA;Engineer;Male;16 282;Married;Fully Meets;5;79624
3 265;Giovanni;Klein;2018-10-31;;Production Tech I;Anna Hogan;giovanni.klein@bilearner.com;BPC;Active;Part-Time;Zone C;Full-Time;Unk;;Production       ;Aerial;1993-01-23;MA;Groundman;Female;26 076;Single;Fully Meets;1;59901
3 266;Max;Mahoney;2020-07-24;;Production Technician I;Andrew Garcia;max.mahoney@bilearner.com;CCDR;Active;Contract;Zone A;Full-Time;Unk;;Production       ;Wireline Construction;1996-08-23;MA;Laborer;Female;22 339;Married;Fully Meets;2;69166
3 267;Perla;Terry;2019-12-12;2020-01-17;Production Technician I;Lindsey Aguilar;perla.terry@bilearner.com;SVG;Active;Contract;Zone C;Part-Time;Voluntary;Smile wife newspaper attorney dog discuss write.;Production       ;Splicing;1963-11-07;MA;Laborer;Female;52 402;Single;Fully Meets;5;54009
3 268;Makai;Ochoa;2023-06-22;;Production Technician I;Terry Andrade;makai.ochoa@bilearner.com;EW;Active;Contract;Zone A;Temporary;Unk;;Production       ;Field Operations;1962-08-21;MA;Driver;Female;43 825;Single;Fully Meets;2;60631
3 269;Caiden;Hogan;2021-06-20;;Production Technician I;Amanda Ball;caiden.hogan@bilearner.com;MSC;Active;Full-Time;Zone C;Temporary;Unk;;Production       ;Field Operations;2000-04-08;MA;Laborer;Male;92 624;Married;Fully Meets;1;76147
3 270;Brandon;Dickerson;2019-10-31;;Production Tech I;Christina Nguyen;brandon.dickerson@bilearner.com;TNS;Active;Full-Time;Zone B;Full-Time;Unk;;Production       ;Splicing;1958-04-09;MA;Technician;Male;88 948;Single;Fully Meets;2;57532
3 271;Taryn;Snow;2019-07-02;2022-11-26;Production Technician I;Kenneth Bender;taryn.snow@bilearner.com;PYZ;Voluntarily Terminated;Contract;Zone B;Part-Time;Involuntary;Talk it thousand score least try sound.;Production       ;Engineers;1970-04-29;MA;Engineer;Male;72 709;Divorced;Fully Meets;3;117852
3 272;Monserrat;Cooke;2023-02-10;;Production Technician I;Natasha Mathews;monserrat.cooke@bilearner.com;WBL;Active;Contract;Zone C;Part-Time;Unk;;Production       ;Aerial;1959-08-22;MA;Flagger;Male;38 780;Widowed;Fully Meets;3;59943
3 273;Zaria;Mcintosh;2022-09-16;;Production Technician I;Tonya Jones;zaria.mcintosh@bilearner.com;NEL;Active;Full-Time;Zone A;Temporary;Unk;;Production       ;People Services;1998-12-08;MA;Coordinator;Female;24 573;Divorced;Fully Meets;4;52419
3 274;Arely;May;2020-01-21;2020-07-29;Production Technician I;Anthony Bass;arely.may@bilearner.com;PL;Leave of Absence;Part-Time;Zone B;Full-Time;Retirement;History force myself.;Production       ;Aerial;1965-06-28;MA;Foreman;Female;30 214;Divorced;PIP;3;56814
3 275;Gina;Kent;2022-11-16;;Production Tech I;Erin Lloyd;gina.kent@bilearner.com;BPC;Active;Part-Time;Zone B;Temporary;Unk;;Production       ;General - Con;1991-12-31;MA;Foreman;Male;66 377;Divorced;PIP;3;56690
3 276;Catherine;Anthony;2021-01-25;;Production Tech I;Joshua Lee;catherine.anthony@bilearner.com;CCDR;Active;Contract;Zone A;Temporary;Unk;;Production       ;Engineers;1996-11-20;MA;Project Manager;Male;83 059;Divorced;Fully Meets;2;92910
3 277;Wade;Beltran;2023-06-16;2023-06-24;Production Tech II;Darlene Garcia;wade.beltran@bilearner.com;NEL;Active;Part-Time;Zone B;Temporary;Retirement;Personal fear indeed rest also.;Production       ;Aerial;1980-05-21;MA;Foreman;Female;86 836;Married;Fully Meets;5;75451
3 278;Mina;Bryant;2020-09-08;2021-10-17;Production Technician II;Angela Griffin MD;mina.bryant@bilearner.com;PL;Active;Contract;Zone A;Part-Time;Retirement;Take nice into true side job.;Production       ;Field Ops;1944-11-15;MA;Laborer;Female;4 862;Married;Fully Meets;4;68236
3 279;Jonas;Everett;2019-01-23;2020-11-24;Production Technician II;Katrina Davis;jonas.everett@bilearner.com;BPC;Active;Full-Time;Zone A;Full-Time;Involuntary;Market public task none past spend.;Production       ;Engineers;1994-01-31;MA;Project Manager;Male;53 530;Married;Fully Meets;5;107907
3 280;Makaila;Pham;2023-05-29;2023-07-23;Production Tech II;Tamara Bailey;makaila.pham@bilearner.com;CCDR;Voluntarily Terminated;Part-Time;Zone A;Temporary;Involuntary;Fast light home sign build not.;Production       ;Project Management - Con;1983-07-09;MA;Manager;Male;59 596;Divorced;Fully Meets;5;74610
3 281;Gloria;Rose;2019-08-16;;Production Tech II;Thomas Jones;gloria.rose@bilearner.com;SVG;Active;Contract;Zone B;Full-Time;Unk;;Production       ;General - Con;1954-07-23;MA;Laborer;Male;65 633;Divorced;Fully Meets;5;60515
3 282;Rebekah;Carpenter;2020-06-04;;Production Tech II;Stephanie Lewis;rebekah.carpenter@bilearner.com;EW;Active;Full-Time;Zone B;Full-Time;Unk;;Production       ;Wireline Construction;1978-06-23;MA;Lineman;Female;54 457;Married;Fully Meets;3;71970
3 283;Iris;Reynolds;2020-07-21;;Production Technician II;Vanessa Garrison;iris.reynolds@bilearner.com;MSC;Active;Contract;Zone B;Part-Time;Unk;;Production       ;WIRELINE CONSTRUCTION;1988-08-13;MA;Lineman;Female;16 989;Married;Fully Meets;3;73737
3 284;Kennedi;Howell;2022-08-21;2023-03-29;Production Technician I;Jonathan Franco;kennedi.howell@bilearner.com;EW;Voluntarily Terminated;Contract;Zone A;Part-Time;Resignation;Order protect raise exist by behind dream memory.;Production       ;Fielders;1948-10-17;MA;Technician;Male;22 735;Divorced;Fully Meets;2;55203
3 285;Rashad;Sutton;2021-07-16;2023-06-12;Production Tech I;Mark Mills;rashad.sutton@bilearner.com;MSC;Terminated for Cause;Contract;Zone B;Part-Time;Retirement;Know blue difficult let black choice require.;Production       ;Wireline Construction;1954-01-15;MA;Laborer;Male;81 424;Single;PIP;4;55646
3 286;Regan;Conrad;2019-11-06;;Production Tech I;Kristina Hawkins;regan.conrad@bilearner.com;NEL;Active;Full-Time;Zone C;Temporary;Unk;;Production       ;Project Management - Con;1970-08-15;MA;Project Manager;Female;70 949;Divorced;PIP;3;70625
3 287;Litzy;Arias;2021-01-01;;Production Tech I;Bobby Parker;litzy.arias@bilearner.com;PL;Active;Part-Time;Zone A;Temporary;Unk;;Production       ;General - Con;1979-06-10;MA;Laborer;Female;44 442;Divorced;Fully Meets;1;70221
3 288;Eden;Silva;2019-09-24;;Production Tech I;Mark Bolton;eden.silva@bilearner.com;PYZ;Active;Full-Time;Zone A;Temporary;Unk;;Production       ;Field Operations;1967-12-16;MA;Foreman;Female;92 307;Divorced;Fully Meets;2;75704
3 289;Kinley;Serrano;2020-05-17;;Production Tech I;Mr. Aaron Mcclain;kinley.serrano@bilearner.com;SVG;Active;Contract;Zone A;Full-Time;Unk;;Production       ;General - Con;1980-11-06;MA;Groundman;Female;87 752;Divorced;Fully Meets;4;78686
3 290;Jaiden;Middleton;2018-08-07;;Production Technician I;Jeffery Baker;jaiden.middleton@bilearner.com;TNS;Active;Part-Time;Zone A;Full-Time;Unk;;Production       ;Field Operations;1995-12-07;MA;Mechanic;Male;60 198;Single;Fully Meets;3;79843
3 291;Shamar;Serrano;2023-08-01;;Production Technician I;Dustin Hoffman;shamar.serrano@bilearner.com;WBL;Active;Contract;Zone C;Full-Time;Unk;;Production       ;General - Con;1957-08-09;MA;Flagger;Male;50 905;Married;Fully Meets;2;58931
3 292;Nadia;Romero;2019-01-12;2020-01-09;Production Tech I;Connor Wallace;nadia.romero@bilearner.com;PYZ;Voluntarily Terminated;Part-Time;Zone C;Part-Time;Retirement;Four read some later whether lose system.;Production       ;Field Operations;1946-05-13;MA;Engineer;Male;2 769;Single;Fully Meets;4;67840
3 293;Lillianna;Hill;2021-04-09;2022-11-29;Production Tech I;Cindy Ruiz;lillianna.hill@bilearner.com;WBL;Voluntarily Terminated;Contract;Zone C;Full-Time;Retirement;Toward make herself high red writer week.;Production       ;General - Con;1967-09-01;MA;Technician;Female;90 732;Married;Fully Meets;3;64511
3 294;Brent;Henry;2022-06-04;2022-12-24;Production Technician I;Regina Dickerson;brent.henry@bilearner.com;NEL;Leave of Absence;Full-Time;Zone A;Temporary;Retirement;New begin remember understand.;Production       ;Aerial;1965-06-06;MA;Lineman;Female;12 076;Divorced;Fully Meets;3;67797
3 295;Emmanuel;Perkins;2019-05-31;;Production Technician I;Joshua Wilson;emmanuel.perkins@bilearner.com;PL;Active;Part-Time;Zone C;Full-Time;Unk;;Production       ;Aerial;1954-11-18;MA;Groundman;Female;27 767;Divorced;Fully Meets;5;75478
3 296;Isis;Brooks;2019-01-07;2019-10-08;Production Technician I;Michael Palmer;isis.brooks@bilearner.com;BPC;Leave of Absence;Part-Time;Zone C;Full-Time;Voluntary;Maybe despite performance rather evidence.;Production       ;Field Ops;1947-10-07;MA;Foreman;Male;24 886;Married;PIP;2;59089
3 297;Axel;Dunlap;2020-07-18;2021-04-20;Production Technician I;Bryan Beasley;axel.dunlap@bilearner.com;CCDR;Leave of Absence;Contract;Zone A;Temporary;Retirement;Stock true summer together social.;Production       ;Field Operations;1955-10-12;MA;Engineer;Male;25 813;Married;Fully Meets;4;60558
3 298;Tatum;Petty;2020-11-19;2021-05-21;Production Technician II;Sarah Escobar;tatum.petty@bilearner.com;EW;Active;Full-Time;Zone A;Full-Time;Involuntary;Great unit evidence run.;Production       ;Field Ops;1996-03-10;MA;Technician;Female;88 404;Widowed;Fully Meets;5;65852
3 299;Devyn;Pace;2022-11-10;;Production Tech II;Tabitha Cunningham;devyn.pace@bilearner.com;MSC;Active;Part-Time;Zone A;Full-Time;Unk;;Production       ;Wireline Construction;1975-06-10;MA;Supervisor;Male;51 576;Widowed;Fully Meets;4;77081
3 300;Rosemary;Becker;2021-03-25;2022-05-08;Production Tech II;Mr. Gregory Mullins MD;rosemary.becker@bilearner.com;NEL;Active;Full-Time;Zone B;Part-Time;Resignation;Artist message call such.;Production       ;Field Operations;1946-11-27;MA;Technician;Male;73 771;Married;Fully Meets;2;78186
3 301;Amiah;Sweeney;2019-05-13;2022-08-13;Production Tech II;Michael Clark;amiah.sweeney@bilearner.com;PL;Voluntarily Terminated;Contract;Zone B;Full-Time;Retirement;On crime student tough note.;Production       ;Field Operations;1997-08-27;MA;Construction Manager;Male;65 436;Divorced;Fully Meets;1;61942
3 302;Maya;Mccoy;2019-06-07;2022-11-06;Production Technician II;Shawn Johnson;maya.mccoy@bilearner.com;PYZ;Leave of Absence;Full-Time;Zone A;Part-Time;Retirement;Year ever end drive.;Production       ;General - Con;1943-07-25;MA;Lineman;Female;77 353;Married;Fully Meets;4;62527
3 303;Ty;Page;2023-02-18;;Production Technician II;Kathy York;ty.page@bilearner.com;SVG;Active;Full-Time;Zone A;Part-Time;Unk;;Production       ;Field Operations;1981-11-11;MA;Laborer;Female;49 310;Single;Fully Meets;3;64082
3 304;Destiney;Kirby;2019-04-02;;Production Tech II;Cynthia Morgan;destiney.kirby@bilearner.com;TNS;Active;Part-Time;Zone A;Temporary;Unk;;Production       ;Wireline Construction;1984-12-07;MA;Foreman;Female;71 443;Single;Fully Meets;4;66434
3 305;Jace;Galloway;2020-11-30;2022-10-23;Production Technician I;Alex Lopez;jace.galloway@bilearner.com;WBL;Voluntarily Terminated;Contract;Zone C;Part-Time;Involuntary;Billion approach middle behind national describe.;Production       ;Project Management - Con;1992-07-09;MA;Coordinator;Female;18 362;Widowed;Fully Meets;4;55248
3 306;Justice;Guerra;2022-09-24;2022-10-27;Production Tech I;Angela Terry;justice.guerra@bilearner.com;NEL;Voluntarily Terminated;Full-Time;Zone A;Temporary;Voluntary;Reason common from ready.;Production       ;Field Operations;1992-03-31;MA;Laborer;Male;78 658;Married;PIP;4;66292
3 307;Quincy;Cardenas;2019-06-21;;Production Tech I;Henry Armstrong Jr.;quincy.cardenas@bilearner.com;PL;Active;Full-Time;Zone C;Full-Time;Unk;;Production       ;Executive;1978-10-18;MA;Vp;Male;96 247;Married;Fully Meets;4;243609
3 308;Alyvia;Mitchell;2022-06-10;;Production Technician I;Mary Kent;alyvia.mitchell@bilearner.com;BPC;Active;Contract;Zone C;Temporary;Unk;;Production       ;General - Sga;1998-11-22;MA;Administrative;Female;70 865;Married;Fully Meets;3;65507
3 309;Lillie;Potter;2020-10-18;;Production Technician I;Kelly Brown;lillie.potter@bilearner.com;CCDR;Active;Part-Time;Zone B;Part-Time;Unk;;Production       ;Finance & Accounting;2000-04-17;MA;Assistant;Female;24 730;Single;Fully Meets;1;79545
3 310;George;Fritz;2022-02-02;2023-02-04;Production Tech I;Sheryl Austin;george.fritz@bilearner.com;SVG;Active;Part-Time;Zone B;Part-Time;Retirement;Course appear wait police car.;Production       ;Executive;1975-07-25;MA;Vp;Female;53 426;Married;Fully Meets;3;150454
3 311;William;Avila;2021-06-17;2021-12-03;Production Technician I;Christina Kennedy;william.avila@bilearner.com;EW;Active;Contract;Zone A;Temporary;Retirement;Ready image offer. According and reveal land.;Production       ;Field Ops;1974-03-12;MA;Project Manager;Female;15 819;Widowed;Fully Meets;4;79155
3 312;Saniya;Mosley;2018-12-01;;Production Technician I;Sara Grimes;saniya.mosley@bilearner.com;MSC;Active;Part-Time;Zone C;Temporary;Unk;;Production       ;Eng;1946-04-30;MA;Engineer;Male;27 839;Married;Fully Meets;4;115177
3 313;Aimee;Davila;2021-05-09;;Production Technician I;Teresa George;aimee.davila@bilearner.com;TNS;Active;Full-Time;Zone B;Full-Time;Unk;;Production       ;Wireline Construction;1976-02-16;MA;Assistant;Male;36 560;Married;Fully Meets;3;74420
3 314;German;Hobbs;2019-01-01;;Production Technician I;Shelly Turner;german.hobbs@bilearner.com;PYZ;Active;Part-Time;Zone A;Temporary;Unk;;Production       ;General - Eng;1955-09-24;MA;Project Manager;Male;19 525;Widowed;Fully Meets;4;55317
3 315;Amy;Pace;2018-10-13;2020-03-18;Production Technician I;Crystal Richmond;amy.pace@bilearner.com;WBL;Voluntarily Terminated;Full-Time;Zone C;Temporary;Involuntary;Director include student.;Production       ;Field Operations;1957-04-15;MA;Locator;Female;85 181;Widowed;Fully Meets;3;66175
3 316;Bronson;Houston;2020-04-25;2022-12-13;Production Tech I;Theresa Holmes;bronson.houston@bilearner.com;NEL;Leave of Absence;Part-Time;Zone C;Full-Time;Retirement;Movement beat thing attorney benefit mention I.;Production       ;Catv;1975-11-11;MA;Lineman;Female;37 802;Widowed;Fully Meets;3;61538
3 317;Shyann;Hurst;2022-03-17;;Production Technician I;Amanda Weiss;shyann.hurst@bilearner.com;PL;Active;Part-Time;Zone C;Full-Time;Unk;;Production       ;Finance & Accounting;1983-04-08;MA;Specialist;Female;90 537;Single;Fully Meets;3;65164
3 318;Maddison;Dixon;2019-11-18;2022-02-10;Production Technician I;Thomas Figueroa;maddison.dixon@bilearner.com;BPC;Leave of Absence;Part-Time;Zone A;Full-Time;Resignation;Make oil new effort begin. Smile work dinner.;Production       ;People Services;1996-12-08;MA;Administrator;Male;61 532;Divorced;Fully Meets;3;68809
3 319;Madelynn;Murillo;2019-10-09;;Production Technician II;Bradley Snyder;madelynn.murillo@bilearner.com;NEL;Active;Full-Time;Zone B;Temporary;Unk;;Production       ;Field Operations;1963-01-25;MA;Laborer;Female;34 874;Married;Fully Meets;3;75891
3 320;Zachery;Moreno;2020-05-18;;Production Tech II;Dennis Richards;zachery.moreno@bilearner.com;PL;Active;Part-Time;Zone A;Part-Time;Unk;;Production       ;General - Con;1969-07-06;MA;Foreman;Male;31 303;Divorced;Fully Meets;5;65454
3 321;Tatum;Terrell;2019-02-17;;Production Technician II;Eric Aguilar;tatum.terrell@bilearner.com;BPC;Active;Contract;Zone B;Full-Time;Unk;;Production       ;Eng;1986-01-11;MA;Technician;Male;37 576;Single;Fully Meets;2;108948
3 322;Roland;Berg;2020-07-31;2022-09-27;Production Tech II;Kathleen Bowen;roland.berg@bilearner.com;CCDR;Voluntarily Terminated;Part-Time;Zone B;Full-Time;Voluntary;Different down happen near impact.;Production       ;Aerial;1943-10-09;MA;Lineman;Male;25 557;Single;Fully Meets;4;52996
3 323;Lilliana;Cowan;2023-06-17;2023-07-13;Production Technician II;Chloe Berg;lilliana.cowan@bilearner.com;SVG;Leave of Absence;Full-Time;Zone C;Temporary;Voluntary;Expect serious occur forward again.;Production       ;Project Management - Con;1962-06-04;MA;Laborer;Female;27 946;Married;Fully Meets;4;53844
3 324;Beatrice;Vance;2019-06-30;2022-07-24;Production Technician II;Anna Martinez;beatrice.vance@bilearner.com;EW;Leave of Absence;Part-Time;Zone A;Part-Time;Involuntary;Teach human market real upon.;Production       ;Splicing;1952-11-04;MA;Splicer;Female;11 516;Divorced;PIP;3;72584
3 325;Andrea;Khan;2021-07-13;2022-03-11;Production Technician II;Christopher Blankenship;andrea.khan@bilearner.com;MSC;Voluntarily Terminated;Contract;Zone A;Part-Time;Involuntary;Few space energy down natural.;Production       ;Field Ops;1993-10-14;MA;Technician;Female;19 512;Single;Fully Meets;3;69614
3 326;Keagan;Vaughan;2022-01-14;;Production Technician I;Jackson Baird;keagan.vaughan@bilearner.com;PYZ;Active;Contract;Zone A;Temporary;Unk;;Production       ;General - Con;1941-09-03;MA;Laborer;Male;20 146;Divorced;Fully Meets;3;69132
3 327;Selah;Ibarra;2020-01-01;;Production Technician I;Randy Wright;selah.ibarra@bilearner.com;WBL;Active;Contract;Zone C;Full-Time;Unk;;Production       ;Fielders;1979-04-27;MA;Technician;Female;91 044;Widowed;Fully Meets;1;79846
3 328;Braylen;Cruz;2020-10-24;2023-04-11;Production Tech I;Pamela Carter;braylen.cruz@bilearner.com;NEL;Voluntarily Terminated;Part-Time;Zone A;Full-Time;Resignation;Room that ahead sound work short right.;Production       ;Engineers;1961-02-06;MA;Engineer;Male;24 046;Married;Fully Meets;3;117556
3 329;Gabriel;Smith;2020-10-24;;Production Technician I;Robert Rogers;gabriel.smith@bilearner.com;PL;Active;Part-Time;Zone B;Full-Time;Unk;;Production       ;General - Sga;1978-10-08;MA;Coordinator;Male;90 483;Divorced;Fully Meets;4;69878
3 330;Esther;Willis;2020-08-09;;Production Tech I;Michele Black;esther.willis@bilearner.com;BPC;Active;Part-Time;Zone C;Part-Time;Unk;;Production       ;Fielders;1976-03-19;MA;Engineer;Female;83 923;Divorced;Fully Meets;4;61747
3 331;Sydney;Chang;2019-03-24;2020-10-16;Production Technician I;Stephanie Pierce;sydney.chang@bilearner.com;CCDR;Active;Full-Time;Zone A;Part-Time;Voluntary;Hair language song. Account father send talk.;Production       ;Field Operations;1963-11-06;MA;Technician;Female;6 014;Single;Fully Meets;2;74564
3 332;Will;Morse;2022-10-29;;Production Tech I;Rebecca Moreno;will.morse@bilearner.com;SVG;Active;Part-Time;Zone B;Temporary;Unk;;Production       ;Wireline Construction;1961-03-06;MA;Driver;Female;34 868;Widowed;Fully Meets;3;68209
3 333;Yael;Sexton;2023-05-16;;Production Tech I;Jason Brady;yael.sexton@bilearner.com;EW;Active;Contract;Zone B;Temporary;Unk;;Production       ;Field Operations;1992-10-29;MA;Administrative;Male;45 740;Single;Fully Meets;3;58139
3 334;Brendon;Ryan;2023-05-30;;Production Tech I;Jonathan Miller;brendon.ryan@bilearner.com;MSC;Active;Part-Time;Zone B;Part-Time;Unk;;Production       ;Project Management - Con;1989-05-19;MA;Drafter;Male;46 494;Single;Fully Meets;3;57935
3 335;Abbigail;Solis;2019-06-28;2021-12-16;Production Technician I;Mary Rivera;abbigail.solis@bilearner.com;TNS;Voluntarily Terminated;Part-Time;Zone B;Temporary;Resignation;Certainly those above eye ball.;Production       ;Field Operations;1992-04-07;MA;Driller;Male;38 014;Divorced;Fully Meets;3;53559
3 336;Sincere;Preston;2023-03-25;2023-05-17;Production Tech I;Eric Huber;sincere.preston@bilearner.com;PYZ;Voluntarily Terminated;Contract;Zone A;Part-Time;Retirement;Take most future.;Production       ;General - Con;1979-06-21;MA;Coordinator;Male;75 099;Divorced;Fully Meets;3;61940
3 337;Jorge;Pineda;2022-08-26;;Production Technician I;Michael Avery;jorge.pineda@bilearner.com;WBL;Active;Full-Time;Zone A;Part-Time;Unk;;Production       ;Eng;1973-01-29;MA;Project Manager;Female;12 948;Single;Fully Meets;3;91061
3 338;Aspen;Underwood;2019-11-15;;Production Technician I;David Spears;aspen.underwood@bilearner.com;NEL;Active;Contract;Zone C;Temporary;Unk;;Production       ;General - Con;1950-03-05;MA;Laborer;Female;67 665;Divorced;Fully Meets;3;60440
3 339;Alyson;Hickman;2021-08-22;;Production Technician I;Matthew Lyons;alyson.hickman@bilearner.com;PL;Active;Part-Time;Zone C;Part-Time;Unk;;Production       ;Technology / It;1951-12-11;MA;Engineer;Male;50 557;Divorced;Fully Meets;5;1098110
